NVS_Training_Object_ID,NVS_Training_Action,NVS_Course_Training_Provider,NVS_Course_Training_Title_x,NVS_Course_Description_x,Description sufficient,Reason if insufficient
87bfdf9e-62e7-4689-86bc-69cae8fb6c5f,Keep,NBS,Accepting help,"Asking for, and accepting help, is so important when trying to juggle all the new activities that parenthood brings. This lesson gives you tips on how to do so and build habits now in preparation for returning to work.",,
f181a28c-d441-47bc-88fd-69d9017d02a6,Keep,NBS,ILEX 2.0 Refresh,Introduction to iLEX 2.0 Refresh,no,missing relevance and context
60958ee7-eda8-4244-9a1c-d947e6e17cfb,Keep,Global Drug Development,Transport von Lasten - Einsatz von Flurförderzeugen im LSC-CH,Grundlagen und Erklärung der Kategorien der Flurförderfahrzeuge. Anforderungen an die Ausbildung zum Einsatz von Flurförderfahrzeugen. Anforderungen an die Inbetriebnahme Kontrolle der Kategorien R&S. Auflage für einen sicheren Transport von Lasten.,no,Other
122be104-8f50-4bc0-a118-da148b5f6d95,Keep,NBS,Sustainable High Performance for family managers,"In this session, you’ll learn to create your personal system to show up at your best for the moments that matter most to you. We’ll share some key tools and strategies to help successfully manage your family while uncertainty and workload levels are high. This is the perfect moment to stop the speed train and focus on you. Join us.",no,other
df2cc027-1650-42dc-ba33-da5fa6c08f34,Keep,ONCOLOGY,Virtual Lunch & Learn RWE 101,Virtual Lunch & Learn RWE 101,,
4bba73dd-74c0-488a-bdf7-dac88f78bdc2,Keep,Global Drug Development,TCDS or Translator Capability for Data Science,"TCDS or Translator Capability for Data Science is a capability build program, aimed at Data Science Translators. This program will enable functional domain experts to ""translate"" a business problem into a data science challenge, help build effective communication with the core data science team to manage the problems/projects with greater efficiency for delivering business value, help develop skills to build a requirements specification for engaging a Data Science team to provide solutions.  This curriculum is a 20-hour long virtual learning session facilitated by Internal Novartis Subject Matter Experts, which includes (pre-reads, orientation, classroom training and business case study presentation. Participants would be provided a training completion certificate post completion of training.",yes,
204dee16-3f0e-4bf7-8b20-daf53c0e4bd1,Keep,CTS,"Supplier Experience : Business Requestor Virtual Training Session (AU,NZ,PH)","Supplier Experience project is an 'early mover' of the Lean Digital Core (LDC) program.  It will implement a best-in-class supplier on-boarding solution, with efficient processes powered by Ariba Supplier Lifecycle Performance (SLP), replacing the current SIM technology.  What will be delivered?  - A best-in-class supplier on-boarding solution, with efficient processes powered by Ariba Supplier Lifecycle Performance (SLP), replacing the current SIM technology - High quality supplier master data, including preferred supplier status and supplier rationalization - Supplier self-service portal, a bespoke solution developed with suppliers, including state-of-the-art self-registration and onboarding.",,
5bd28433-c02e-41cf-b061-86e8a4164381,Keep,NBS,Supplier Information Management,Supplier Information Management,,
69478840-b22c-4e7e-a92f-4f8860134096,Keep,NBS,Novartis IHD Project Specification- Example,Novartis IHD Project Specification- Example,,
76859e16-7daf-4e28-957f-4f8a6e70906c,Keep,Global Drug Development,eTRAC_2_SubWay_verify_CSR_documents_and_IRB_IEC_Feb2023,Mandatory training for eTRAC2 access,,
9f1f0968-dfce-4114-b9e0-b552ae6c98ca,Keep,NBS,CTS_TT_PPD_Business Services / Solutions Delivery (VDU),You are assigned to this training as per your role and/or one or more of the SOPs within the curriculum have been updated.   Note: You are required to complete the training in 60 days from the date of assignment.,no,missing relevance and context
1506f192-be5c-4474-af3a-b5c7bda8a8d4,Keep,Global Drug Development,Mastering Virtual Selling,"Looking for proven, practical, impactful
tips and ideas to master virtual selling?  The Mastering Virtual Selling Program helps
both sales specialists and sales coaches master the fundamentals of virtual
selling within a healthcare environment.  In this easy to ‘digest and apply’ series,
hear from pharmaceutical sales expert, Scott Moldenhauer, how
you can enhance your ability to gain virtual access to customers,
engage them during virtual interactions, tailor your questions to the
environment, and successfully close the virtual call.  And as a sales leader, you will find
resources to assist you in coaching virtual selling skills. Using
the resources in the Mastering Virtual Selling program, you will adapt your
sales approach to drive success in a virtual environment. Included in the
program are: •Mastering Virtual Selling Videos: •Video #1:
How to Partner with Key Office Allies for the Virtual Call
– Learn how to identify and gain contact with key allies, gain commitments
for virtual interaction",yes,
a3715d49-a4ae-41d0-b189-6a29d9d695cd,Keep,PHARMA,SINCRO VIR_Form_Entre_AR_Cosentyx Reumato_ ILARIS_18 julio 2022,Entrenamiento cientifico,,
4fd81e98-c76b-49af-8e98-6a4830e2c6d6,Keep,NBS,ERP_IT_TRD153_GRC EAM - Firefighter Access Approver,This training content is intended for Firefighter Access Approvers (Firefighter Owners and Emergency Approvers),,
f09f60fe-d009-4729-a1a1-6a5f0f7ef874,Keep,PHARMA,STELLAR NEXUS - Social Influence Podcast,STELLAR NEXUS - Social Influence Podcast,,
0cd72e3a-102c-4fc4-b66c-6a80afa61ed6,Keep,Global Drug Development,ARONDA Clinical Basics (Reader) Course,This course will describe the basics of the ARONDA Clinical System and the functionalities for those with Reader access,no,missing relevance and context
8fe313fd-250f-4673-a9a0-6ab05d88dc10,Keep,NBS,Qlik - Chart Types and Elements of Dashboard,Overview of all the charts and different sections in a Qlik designer console.,,
18fa9fe1-c85a-4c08-8e5c-6b15e2a43b00,Keep,NBS,Ready to Grow Part 1: Curious - Energized for Life Module 2: Resilience,"Energized for Life focuses on inner strength and reserve – your natural resilience, focus, and engagement. Learn more about how our capacity for self-care correlates directly with your ability to lead and sustain performance in others.",,
840c494b-f1d3-494a-a448-db7288390ebe,Keep,NIBR,Cambridge Women's Resource Group events,Events/seminars organized by NIBR's Cambridge Women's Resource Group (CWRG).,,
924c27be-dcea-4288-918e-cc8e035e9aaa,Keep,NBS,Horizon OpEx Project Refresher Training Video,This is a 1 hour refresher training video for Horizon Project/WP Managers who work on Operational Excellence Projects (Oct 2018) .,,
4a6302e3-d732-4551-ade2-db9d3c8be6a8,Keep,NBS,Introduction to Contracting – Basics,"""In this virtual training associates will strengthen their knowledge in common contractual terms&conditions. Course objectives: • Type of contracts overview • Commercial terms  • Contractual clauses explanation""",,
ce7f4771-495a-4a63-9bd5-cc8f0b468a88,Keep,Global Drug Development,Novartis eFeasibility Portal Workflow Overview,Guidance to Novartis Feasibility Leads on key aspects of Novartis eFeasibility Portal,,
43d6d977-95d8-4dfb-a5a4-dba4f67aa729,Keep,Novartis Learning Institute,Role of Sales in Commercialization,"You
  will have an opportunity to interact with an SME and gain deeper insights
  into role of Sales. Their role comprises of advising organization to
  prioritize & utilize resources as per upside potential &
  attractiveness of business opportunities. Take appropriate action so as to
  secure competitive advantage through the sales function and share a strategy
  or solution that addresses sales related challenges",,
81a8f187-6648-4de8-a80e-b70749d19704,Keep,Corporate Functions,Study Management / REACH -C8,This training is for a HSE Study Management / REACH professional in the ERC HSE function. ,,
fbddc7be-191b-4217-b876-dbc23335bd9e,Keep,SANDOZ,Работа с реакциями клиента,"В рамках тренинга мы рассмотрим различные реакции собеседника, такие как безразличие, скепсис, недопонимание и возражение. Вы узнаете как определять реакции и работать с ними, чтобы выполнить вашу цель.",no,other
540e1e5e-d7d5-4c31-8422-b72871a2a43a,Keep,Novartis Technical Operations,Sickle Cell Disease Medical Therapeutic Curriculum,This curriculum is intended to provide Medical training in a specific therapeutic area.,,
f664bda0-5ecb-46f6-95af-b7bc8a011e58,Keep,CTS,Acceptable Use Agreement for AWS Dedicated Serverless Account,"This
  is a mandatory training for all Application Managers and Deputy Application
  Managers of Business Applications which are hosted in Novartis public cloud
  platform. This training aims to help understanding of the roles and
  responsibility of ASMs which hosts application in AWS Dedicated Serverless
  Account types in Novartis Public Cloud.",yes,
a773b942-c3c2-4303-9287-dc6dac471195,Keep,SANDOZ,PRACTICE SESSION I,"All Trainings are being conducting for Digital transformation on CRM system, that is SCOUT-Sandoz Customer & Ordering Utility Tools, which is a Sandoz global CRM platform. This training is applicable for all the Users of SCOUT in Sandoz Bangladesh",,
7ab37a8b-bd46-43a7-84a5-dc943b67d7f1,Keep,Novartis Learning Institute,Listening Dialogues - as simple as that?,"Allocating time and space for listening to each other sounds simple but we do not seem to always leverage it well. What's in the approach and how does it serve us?

 

- Listen with curiosity and respect to understand and not to judge

- Be comfortable just acknowledging the status, not rushing into action or

  providing an immediate solution

- Conversations to discover different perspectives – understand what matters

  most to your teams

- Lean into discomfort with courage, even hearing contradicting views

- Create space to listen to each other in virtual settings/remote teams""",yes,
24b1ec88-bbc7-4851-b870-dcf319453ede,Keep,Novartis Technical Operations,NSSPM NEW HIRE ORIENTATION - DOCUMENTATION SYSTEMS,CLASSROOM TRAINNG BY QA REPRESENTATIVE,,
3d870586-302b-4bf7-9eb6-6b500e499e85,Keep,Global Drug Development,Novstyle - Getting Started - Video 1,"• Background and Importance of Novstyle 
• Submission Process & Document Standards 
• How to Access Novstyle",yes,
4e45926e-90ef-425d-acf2-6bcbee14e96b,Keep,Novartis Learning Institute,Coaching y Feedback - Feedback,Coaching y feedback proporciona técnicas para liderar equipos fomentando el feedback de 360 grados y usando el modelo de coaching GROW para desarrollar a los miembros del equipo.,no,other
20bfe00a-1ecd-4b18-9535-ddbe4cacab8c,Keep,Novartis Learning Institute,Global IP Strategy and Enforcement,"Designing and executing creative IP strategies are essential to fueling future innovation and rewarding those who invest their money, time, and ideas in our company. Find out what actions we take to protect the rights in our products, the strategies we devise, and the considerations and challenges of enforcing our IP rights.",,
b49acd53-cc4a-4350-8330-6c663c61768e,Keep,PHARMA,Lead Myself,"This module offers you a chance to pause for thought, reconnect with what is important to you, and identify areas where you’d like to refresh your assumptions and consider alternate choices.",,
